"","comparison.shop","bills.on.time","monthly.expense.record","within.budget","credit.infull","maxout.creditcard","minimum.on.loan","maintain.emergency.fund","save.money.paycheck","save.longterm.goal","save.retirement","bought.stock","health.insurance","property.insurance","life.insurance","smartphone.warenty","OverallFMS","FMS_F1.saving","FMS_F2.insurance","FMS_F3.budget","FMS_F4.credit","IPAddress","vape","smoke","alcohol","alcohol.age","caffeine","marijuana","gamble","smoke.age","passed.out.from.drinking","register.vote","attention.to.politics","senate","donate.campaign","music.tax","green.tax","ideology","vote","vote.early","arrested","speedingtickets","caraccident","wealth.comparison","sustain.self","income.saved.percent","creditcard.late","payday.lending","sustainable.goods","actual.saved","actual.debt","prescription","fastfood","dentalstatus","exercise","vaccination","washinghands","television","high.adreneline","physical.fight","luxurygoods","shopping.anxiety","check.online","had.sex","sex.age","adultry","multple.partners","inebriated.sex","age","marital.status","have.children","politcal.affiliation","age.firstchild","weight","employmentstatus","hoseholdincome","expected.householdincome","english.native","Minutes_to_Complete","bmi","SingleParent","bat.ball","widgets","lilypads","CRT","fighter","political.knowledge","electronic.smoker","smoker","never.smoked","never.drank","drinker","marijuana.user","gambler","internet.user","speedingticket.had","car.accident.had","gender","othergender","No.Sex.Answer","Single","Married","Widowed","Divorced","Separated","Democrat","Republican","Independent","Other.Political.Party","No.Political.Party","Employed","Self.Employed","Seeking.Work","Not.Seeking.Work","Homemaker","Student","Military","Retired","Unable.to.Work","white","black","asian","hispanic","ss.beta","ss.delta","tds.beta","tds.delta","sl.beta","sl.delta","tdl.beta","tdl.delta","ssp.consistent","ssp.indifference","ssf.consistent","ssf.indifference","slf.consistent","slf.indifference","slp.consistent","slp.indifference","tdsp.consistent","tdsp.indifference","tdlp.consistent","tdlp.indifference","tdsf.consistent","tdsf.indifference","tdlf.consistent","tdlf.indifference","average","ssp.indifference.consistent","ssf.indifference.consistent","slf.indifference.consistent","slp.indifference.consistent","tdsp.indifference.consistent","tdlp.indifference.consistent","tdsf.indifference.consistent","tdlf.indifference.consistent","average.consistent","ssp.k","ssp.exponential","ssf.k","ssf.exponential","slf.k","slf.exponential","slp.k","slp.exponential","tdsp.k","tdsp.exponential","tdlp.k","tdlp.exponential","tdsf.k","tdsf.exponential","tdlf.k","tdlf.exponential","avg.exponential","avg.k","Patience","s.Patience","td.Patience","Confused","nostalgic","interested","happy","alert","stressed","pleasant","irritable","hostile","depressed","passive","jittery","upset","active","at.ease","afraid","wistful","enthusiastic","sad","guilty","distressed","proud","quiet","attentive","strong","amazed","lonely","excited","relaxed","elated","worried","inspired","thankful","terrified","ashamed","gloomy","determined","drowsy","irritated","scared","shy","powerful","nervous","Emo_Neg","Emo_Pos","Emo_EBDMS","Emo_LR","Emo_SHPS","F_fear","F_hostile","F_guilt","F_sad","F_jovial","F_assured","F_attentive","F_shy","F_fatigue","F_serene","F_surprise","F_power","F_gratitude","F_nostalgia","F_anxiety","F_pride","F_depressed","F_stressed","F_anger","F_happy","F_fearful","F_disgust"
"39",4,5,4,4,3,3,3,2,3,2,1,2,5,5,5,1,3.25,2,5,4.25,3,"66.76.193.27",1,1,1,21,5,1,1,NA,0,1,3,2,2,1,1,0,1,1,2,0,0,3,0,5,3,2,1,2,8,1,1,1,2,1,100,2,1,0,1,2,2,1,1,2,2,2,25,2,1,5,0,220,1,3,3,1,23.3,34.4564894966279,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.826086956521739,0.95668235415892,1,0.890898718140339,1.08,0.9700701154458,1,0.9700701154458,1,0.633333333333333,1,0.766666666666667,1,0.833333333333333,1,0.9,1,0.5,1,0.833333333333333,1,0.5,1,0.833333333333333,0.8625,0.633333333333333,0.766666666666667,0.833333333333333,0.9,0.5,0.833333333333333,0.5,0.833333333333333,0.725,0.0964912280701754,0.0790989640951454,0.0534351145038168,0.0386871865232354,0.0344827586206897,0.0263880962570395,0.0185185185185185,0.0177151706893666,0.166666666666667,0.122462048309373,0.0333333333333333,0.0308533208864445,0.2,0.104089513673812,0.0344827586206897,0.0263880962570395,0.055710299586432,0.0796762972917363,0.7109375,0.3828125,0.328125,0,1,4,5,4,2,4,2,1,1,2,2,1,1,5,1,1,3,1,1,1,2,1,4,4,2,1,4,5,4,1,2,4,1,1,1,5,2,1,1,1,4,1,1.2,3.3,26,33,56,1.227523939,1.180765466,1.099171052,1.109989759,3.632249597,2.876793356,4.192712756,1.134096402,1.97233587,4.792628659,1.711277586,3.005607915,3.804219002,1.132553479,1.570430486,2.615901041,1.33005558,2,1.182680591,4.385355653,1.007762937,1.000889243
"40",4,4,4,5,5,2,2,4,5,5,2,1,1,1,1,0,2.875,3.4,1,4.25,3,"67.169.209.224",5,1,1,14,5,1,1,NA,10,1,3,2,2,2,1,-1,1,1,1,0,1,4,24,25,2,2,1,6,2,2,2,4,2,1,49,3,1,0,1,1,2,1,1,2,2,2,55,1,2,1,NA,170,2,1,1,1,14.7833333333333,25.1043333424621,0,1,1,1,3,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.142857142857143,0.784626184975545,1.10526315789474,0.926699064008951,0.142857142857143,0.784626184975545,0.826086956521739,0.95668235415892,1,0.0333333333333333,1,0.233333333333333,1,0.233333333333333,1,0.0333333333333333,1,0.7,1,0.633333333333333,1,0.633333333333333,1,0.766666666666667,0.704166666666667,0.0333333333333333,0.233333333333333,0.233333333333333,0.0333333333333333,0.7,0.633333333333333,0.633333333333333,0.766666666666667,0.408333333333333,4.83333333333333,0.762734383267615,1.21052631578947,0.231087808988287,1.21052631578947,0.231087808988287,4.83333333333333,0.762734383267615,0.0714285714285714,0.0612482652252517,0.0964912280701754,0.0790989640951454,0.106796116504854,0.0674271287841435,0.0534351145038168,0.0386871865232354,0.279263241142448,1.55198379109413,0.4140625,0.078125,0.3359375,0,4,3,1,3,2,2,2,1,3,2,1,1,3,1,2,3,2,1,1,1,1,4,3,2,1,3,1,3,1,3,1,2,1,2,1,3,1,2,1,3,2,1,1.3,2.2,19,30,39,1.270193939,1.402105466,1.630571052,1.861369759,1.425189597,1.686353356,2.995122756,1.942436402,1.43148587,2.315458659,1.361957586,1.753317915,2.050619002,3.112843479,2.713600486,1.547041041,1.78684558,2,1.739650591,1.695755653,1.558932937,1.089449243
"41",5,4,3,4,5,5,5,1,5,3,1,1,5,1,1,0,3.0625,2.2,2.33333333333333,4,5,"67.241.46.125",1,1,1,18,6,3,1,NA,0,2,2,2,2,1,2,0,NA,NA,3,0,0,5,0,0,1,2,2,1,1,1,2,3,1,2,50,3,1,1,1,1,1,3,NA,NA,NA,NA,31,1,2,7,NA,323.267655742027,4,1,1,1,9.76666666666667,45.0335448632476,0,1,1,1,3,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.904761904761905,0.942286581535894,0.3,1,1.08,0.9700701154458,0.111111111111111,0.818188823000027,1,0.633333333333333,1,0.7,1,0.833333333333333,1,0.9,1,0.3,1,0.0333333333333333,1,1,1,0.3,0.79375,0.633333333333333,0.7,0.833333333333333,0.9,0.3,0.0333333333333333,1,0.3,0.5875,0.0964912280701754,0.0790989640951454,0.0769230769230769,0.0522740281413674,0.0344827586206897,0.0263880962570395,0.0185185185185185,0.0177151706893666,0.388888888888889,0.222211758324114,1.88755354217515,0.389162970687234,0,0,0.636363636363636,0.18767321898012,0.168511952469346,0.76062518008979,0.5859375,0.375,0.2109375,0,1,1,1,3,5,1,5,5,3,1,1,5,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,1,5,1,1,1,1,5,1,1,5,3,1,1,3,2.8,1.4,24,30,51,2.141653939,3.357845466,1.938871052,2.225819759,1.072399597,1.243343356,2.340642756,1.601726402,1.72752587,1.362098659,1.263587586,1.204817915,1.177839002,1.449123479,3.799760486,1.626481041,3.02324558,5,3.887930591,1.260175653,1.654722937,2.124859243
"42",5,3,3,3,4,2,2,3,3,4,3,3,3,4,4,1,3.125,3.2,3.66666666666667,3.5,2.66666666666667,"68.12.58.128",4,4,1,18,6,6,1,18,2,2,3,2,2,1,2,1,NA,NA,2,0,0,3,3,46,3,2,2,2,1,1,2,4,2,2,35,3,3,0,1,1,10,1,1,2,2,1,20,2,2,4,NA,180,2,3,4,1,7.28333333333333,29.9532357644597,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.793103448275862,0.994365674076519,1,0.84601599059335,1,0.9700701154458,1,0.9700701154458,1,0.766666666666667,1,0.966666666666667,1,0.833333333333333,1,0.833333333333333,1,0.366666666666667,1,0.833333333333333,1,0.366666666666667,1,0.833333333333333,0.8625,0.766666666666667,0.966666666666667,0.833333333333333,0.833333333333333,0.366666666666667,0.833333333333333,0.366666666666667,0.833333333333333,0.725,0.0507246376811594,0.0452790266829615,0.00578034682080925,0.00485482547267591,0.0344827586206897,0.0263880962570395,0.0333333333333333,0.0308533208864445,0.287878787878788,0.18201075525612,0.0333333333333333,0.0308533208864445,0.404255319148936,0.154109294293947,0.0344827586206897,0.0263880962570395,0.0625920919990841,0.110533909429717,0.7109375,0.4140625,0.296875,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30,24,42,3.889303939,3.743235466,3.739651052,3.884789759,3.788569597,3.371123356,3.902022756,3.557896402,3.64627587,3.984568659,3.356207586,3.458937915,3.806349002,3.726673479,2.962610486,3.253121041,3.75621558,4,3.775940591,3.898195653,3.120842937,3.430239243
"43",5,5,3,4,2,5,2,3,2,2,1,1,1,2,1,0,2.4375,1.8,1.33333333333333,4.25,3,"68.201.177.103",1,1,3,16,5,1,1,NA,0,1,3,2,2,2,2,0.66,1,1,2,0,0,2,6,3,1,2,1,6,7,2,1,2,2,2,100,3,1,0,2,2,1,1,1,2,2,2,38,2,1,4,23,182,5,3,4,1,27.55,34.3882179836383,0,0,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.851851851851852,0.98259319385269,0.92,0.9700701154458,1,0.98259319385269,0.925925925925926,0.98259319385269,1,0.766666666666667,1,0.9,1,0.9,1,0.9,1,0.766666666666667,1,0.833333333333333,1,0.833333333333333,1,0.9,0.925,0.766666666666667,0.9,0.9,0.9,0.766666666666667,0.833333333333333,0.833333333333333,0.9,0.85,0.0507246376811594,0.0452790266829615,0.0188679245283019,0.0151653465554913,0.0188679245283019,0.0151653465554913,0.0185185185185185,0.0177151706893666,0.0507246376811594,0.0452790266829615,0.0333333333333333,0.0308533208864445,0.0344827586206897,0.0263880962570395,0.0188679245283019,0.0151653465554913,0.0263763351081559,0.0305484574274708,0.828125,0.421875,0.40625,0,1,4,4,2,1,4,1,1,1,2,1,1,2,4,1,1,2,1,1,1,3,4,3,3,1,1,1,5,2,1,3,4,1,1,1,3,1,1,1,1,2,1,1,2.6,21,26,54,1.004353939,0.996465466,1.033351052,1.091129759,2.514279597,2.398343356,2.826212756,1.064836402,1.23604587,4.397338659,1.103227586,2.037767915,3.729209002,1.132553479,1.592550486,2.188661041,1.10043558,1,1.065950591,3.922215653,1.007762937,0.998079243
"44",5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,0,4.4375,4.6,5,4.5,5,"68.205.248.217",1,1,2,16,5,1,1,NA,1,1,3,2,1,1,1,-1,1,2,2,0,0,2,12,20,1,2,1,7,1,1,1,1,5,2,100,3,1,0,1,1,10,1,1,2,2,2,24,2,2,1,NA,157,2,4,4,1,9.86666666666667,23.8715038848763,0,1,1,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.909678529410693,1.66666666666667,0.818188823000027,1,0.95668235415892,1,0.926699064008951,1,0.566666666666667,1,0.566666666666667,1,0.766666666666667,1,0.766666666666667,1,0.5,1,0.633333333333333,1,0.3,1,0.633333333333333,0.795833333333333,0.566666666666667,0.566666666666667,0.766666666666667,0.766666666666667,0.5,0.633333333333333,0.3,0.633333333333333,0.591666666666667,0.127450980392157,0.0992894387073406,0.146067415730337,0.0845233446734155,0.0534351145038168,0.0386871865232354,0.0507246376811594,0.0452790266829615,0.166666666666667,0.122462048309373,0.0964912280701754,0.0790989640951454,0.636363636363636,0.18767321898012,0.106796116504854,0.0674271287841435,0.0905550445944669,0.1729994744891,0.5859375,0.328125,0.2578125,0,3,4,4,4,2,4,1,1,1,1,1,2,4,4,1,2,3,2,1,1,2,1,4,2,3,2,4,4,1,2,1,5,1,1,2,3,1,1,1,1,2,1,1.1,3.1,46,14,56,1.005403939,1.038835466,1.182531052,1.850819759,3.081669597,1.940643356,3.629112756,1.145626402,1.23835587,3.984568659,2.228467586,1.790837915,4.354129002,2.394463479,1.822030486,1.931061041,1.35015558,2,1.175220591,3.900515653,1.017482937,0.998079243
"45",3,5,1,4,1,5,5,1,3,2,1,1,1,1,1,0,2.1875,1.6,1,3.25,3.66666666666667,"68.229.145.158",1,1,1,15,5,1,1,NA,0,2,3,2,2,1,1,-1,NA,NA,2,0,0,4,2,20,5,2,2,2,1,2,1,1,1,2,80,3,1,2,1,1,5,2,NA,NA,NA,NA,31,1,2,1,NA,230,2,1,1,1,11.4333333333333,33.9646862868605,0,1,1,1,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.994365674076519,1,0.994365674076519,1,0.994365674076519,1,0.994365674076519,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,0.983333333333333,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00574712643678161,0.00566625143080657,0.00574712643678161,0.00566625143080657,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00526053845174124,0.00576373662879543,0.9375,0.46875,0.46875,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1.1,20,25,37,1.004353939,0.996465466,1.033351052,1.096889759,1.072399597,1.212623356,1.565662756,1.064836402,3.37669587,1.331838659,1.078787586,1.080177915,1.177839002,1.127083479,2.864580486,1.232321041,1.35210558,1,1.065950591,1.260175653,1.007762937,0.998079243
"46",4,5,4,5,2,5,2,3,3,1,1,1,1,1,1,0,2.4375,1.8,1,4.5,3,"68.67.250.119",3,3,2,9,3,6,2,18,2,1,1,3,2,1,1,0,2,2,1,0,1,5,1,1,5,1,2,2,6,2,1,2,4,2,100,2,1,3,2,3,0,1,1,2,2,1,26,1,2,5,NA,96,1,1,1,1,26.95,17.5584351168702,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.925925925925926,0.98259319385269,1,0.9700701154458,1,0.95668235415892,0.68,0.9700701154458,1,0.833333333333333,1,0.9,1,0.766666666666667,1,0.766666666666667,1,0.833333333333333,1,0.566666666666667,1,0.833333333333333,1,0.833333333333333,0.895833333333333,0.833333333333333,0.9,0.766666666666667,0.766666666666667,0.833333333333333,0.566666666666667,0.833333333333333,0.833333333333333,0.791666666666667,0.0333333333333333,0.0308533208864445,0.0188679245283019,0.0151653465554913,0.0534351145038168,0.0386871865232354,0.0507246376811594,0.0452790266829615,0.0333333333333333,0.0308533208864445,0.127450980392157,0.0992894387073406,0.0344827586206897,0.0263880962570395,0.0344827586206897,0.0263880962570395,0.0391129790944996,0.0482638551266851,0.7734375,0.3984375,0.375,0,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1.3,25,25,45,1.004353939,1.022075466,1.033351052,1.094969759,1.155859597,1.212623356,2.127982756,1.064836402,1.98697587,2.579908659,1.078787586,1.080177915,1.951079002,1.127083479,2.422390486,1.306831041,1.27831558,1,1.476350591,1.794515653,1.034532937,1.036439243
"47",4,5,4,5,3,5,4,2,3,4,3,1,5,5,1,1,3.4375,2.6,3.66666666666667,4.5,4,"69.207.82.203",6,7,2,18,5,1,1,18,0,1,2,2,2,1,1,-0.33,1,2,2,0,0,4,5,10,1,2,1,5,2,1,1,1,2,2,82,3,1,0,1,1,5,1,1,2,2,1,34,1,2,1,NA,180,1,2,2,1,13.1666666666667,25.1046262854279,0,1,1,0,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.789473684210526,0.926699064008951,0.88235294117647,0.909678529410693,1.30769230769231,0.869902040586445,1,0.942286581535894,1,0.5,1,0.633333333333333,1,0.433333333333333,1,0.566666666666667,1,0.5,1,0.7,1,0.566666666666667,1,0.7,0.7875,0.5,0.633333333333333,0.433333333333333,0.566666666666667,0.5,0.7,0.566666666666667,0.7,0.575,0.166666666666667,0.122462048309373,0.106796116504854,0.0674271287841435,0.278688524590164,0.126892679096592,0.127450980392157,0.0992894387073406,0.166666666666667,0.122462048309373,0.0714285714285714,0.0612482652252517,0.146067415730337,0.0845233446734155,0.0769230769230769,0.0522740281413674,0.0920723726558571,0.142586002362812,0.5703125,0.265625,0.3046875,0,3,5,5,5,1,5,1,1,1,4,1,1,4,5,1,1,4,1,1,1,4,3,5,4,3,1,5,5,4,1,3,4,1,1,1,4,1,1,1,1,3,1,1,4.3,25,29,55,1.004353939,1.019585466,1.033351052,1.089209759,4.213289597,3.171893356,4.459012756,1.126456402,1.19866587,4.878898659,2.277407586,2.765677915,3.934339002,2.410873479,1.261380486,2.694471041,1.13316558,1,1.096730591,4.782175653,1.017482937,0.998079243
"48",5,4,4,5,4,2,4,5,4,4,4,4,4,4,3,0,3.75,4.2,3.66666666666667,4.5,3.33333333333333,"70.126.244.90",1,1,1,15,2,2,1,NA,2,1,3,3,2,1,1,0.33,1,2,2,0,0,3,12,15,1,2,1,9,3,3,1,2,3,2,50,3,1,1,2,3,2,1,2,2,2,3,37,2,2,4,NA,170,1,5,5,1,10.6666666666667,26.6254691564852,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.994365674076519,1,0.994365674076519,1,0.994365674076519,1,0.994365674076519,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,0.983333333333333,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00574712643678161,0.00566625143080657,0.00574712643678161,0.00566625143080657,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00526053845174124,0.00576373662879543,0.9375,0.46875,0.46875,0,2,5,4,4,2,4,2,2,2,2,2,2,4,4,2,4,5,2,2,2,4,2,4,4,4,2,4,2,4,2,4,4,2,2,2,4,2,2,2,2,4,2,2,4.2,32,23,42,1.966003939,1.929055466,1.935451052,2.022349759,3.986499597,3.360493356,3.924612756,1.957476402,2.03945587,3.109798659,2.907147586,3.251877915,3.820959002,1.993613479,2.290490486,2.925901041,1.97273558,2,1.969280591,3.859435653,1.712122937,1.808799243
"49",5,5,5,5,3,3,5,3,5,5,1,1,1,1,1,0,3.0625,3,1,5,3.66666666666667,"70.139.233.1",1,1,1,12,1,1,1,NA,2,1,1,3,2,2,2,0,2,2,1,0,0,5,1,3,1,1,2,2,4,1,2,3,2,2,100,1,1,13.4849375680915,1,1,4,1,1,2,2,2,61.6837556895043,5,1,7,24,155,8,1,1,1,15.7833333333333,22.2399379492637,1,1,1,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.567300444974745,1,0.9700701154458,1,0.567300444974745,1,0.9700701154458,1,0.0333333333333333,1,0.0333333333333333,1,0.0333333333333333,1,0.0333333333333333,1,0.833333333333333,1,0.833333333333333,1,0.833333333333333,1,0.833333333333333,0.716666666666667,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.433333333333333,4.83333333333333,0.762734383267615,-1.26086956521739,0.518920381500823,-1.26086956521739,0.535608303079952,4.83333333333333,0.762734383267615,0.0333333333333333,0.0308533208864445,0.0333333333333333,0.0308533208864445,0.0344827586206897,0.0263880962570395,0.0344827586206897,0.0263880962570395,0.361397348366899,0.910069965017491,0.4375,0.03125,0.40625,0,1,5,4,5,1,5,1,1,1,1,1,1,4,5,1,1,5,1,1,1,2,3,5,5,4,1,3,5,3,1,3,4,1,1,1,5,1,1,1,1,3,1,1,4.2,36,21,45,1.004353939,1.021965466,1.033351052,1.089209759,3.742959597,3.168703356,4.756462756,1.157266402,1.19866587,4.878898659,2.633677586,2.828977915,3.938079002,1.127083479,1.308470486,2.582911041,1.07484558,1,1.065950591,4.377525653,1.007762937,0.998079243
"50",3,2,3,3,2,3,4,2,3,3,2,2,3,3,2,0,2.5,2.4,2.66666666666667,2.75,3,"70.190.170.94",1,1,2,14,6,2,1,NA,2,2,1,3,2,2,2,0.33,NA,NA,2,0,0,3,10,22,1,2,2,3,1,1,1,1,5,2,79,4,1,0,1,1,2,1,2,2,2,2,22,1,2,1,NA,150,1,1,1,1,7.85,24.9610298037164,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.994365674076519,1,0.98259319385269,1,0.994365674076519,0.931034482758621,0.994365674076519,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.9,1,0.9,1,0.9,1,0.966666666666667,0.970833333333333,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.9,0.9,0.9,0.966666666666667,0.941666666666667,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00574712643678161,0.00566625143080657,0.0185185185185185,0.0177151706893666,0.0185185185185185,0.0177151706893666,0.0188679245283019,0.0151653465554913,0.00578034682080925,0.00485482547267591,0.00956158340173316,0.0105925318626662,0.9140625,0.46875,0.4453125,0,2,3,3,3,1,3,1,2,1,2,1,1,3,2,1,1,3,1,2,1,3,2,3,3,3,1,3,3,2,1,3,4,1,2,1,3,1,1,1,1,3,1,1.3,3,30,25,56,1.075333939,1.462415466,1.570561052,1.093049759,2.813719597,2.582153356,3.047582756,1.341836402,1.27342587,2.725208659,2.277507586,2.508047915,3.604069002,1.858333479,2.129390486,2.255191041,1.25933558,1,1.300650591,2.962685653,1.026852937,1.478779243
"51",3,5,3,4,5,5,5,5,5,4,4,1,5,3,1,0,3.625,3.8,3,3.75,5,"70.63.122.98",1,4,2,15,5,2,2,22,1,1,3,2,2,1,1,-1,1,2,2,0,0,3,6,25,1,2,1,6,2,2,1,1,4,2,85,3,1,0,1,1,5,1,2,2,2,1,40,4,2,1,NA,150,1,3,3,1,20.2166666666667,23.4930610204281,0,0,1,1,2,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.926699064008951,1,0.926699064008951,1,0.926699064008951,3.8,0.741836375590402,1,0.633333333333333,1,0.633333333333333,1,0.633333333333333,1,0.633333333333333,1,0.633333333333333,1,0.633333333333333,1,0.633333333333333,1,0.166666666666667,0.7875,0.633333333333333,0.633333333333333,0.633333333333333,0.633333333333333,0.633333333333333,0.633333333333333,0.633333333333333,0.166666666666667,0.575,0.0964912280701754,0.0790989640951454,0.106796116504854,0.0674271287841435,0.106796116504854,0.0674271287841435,0.0964912280701754,0.0790989640951454,0.0964912280701754,0.0790989640951454,0.0964912280701754,0.0790989640951454,0.106796116504854,0.0674271287841435,1.94301869275665,0.22161654016668,0.10129819810297,0.713294157724408,0.5703125,0.3125,0.2578125,0,2,3,4,3,1,4,1,1,1,1,1,1,3,4,1,2,3,1,1,1,2,2,3,3,1,1,2,3,1,1,3,3,1,1,1,4,2,1,1,1,1,1,1,2.9,40,17,50,1.004353939,0.999525466,1.033351052,1.091129759,2.803959597,2.130573356,3.317112756,1.064836402,1.91221587,3.499988659,1.143487586,1.610187915,3.048139002,1.760773479,1.845060486,2.037931041,1.16521558,1,1.081340591,3.881135653,1.012622937,0.998079243
"52",4,5,4,5,5,3,5,3,4,5,1,2,3,3,1,0,3.3125,3,2.33333333333333,4.5,4.33333333333333,"71.12.124.241",3,3,4,16,5,1,2,18,0,1,2,2,2,2,1,0.33,1,2,2,0,0,3,24,30,1,2,2,6,4,2,1,1,4,2,84,4,2,5,2,1,12,1,1,1,1,2,26,1,2,5,NA,165,1,2,2,1,10.65,23.0125740949756,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.567300444974745,0.84,0.9700701154458,1,0.681292069057961,1,0.98259319385269,1,0.0333333333333333,1,0.0333333333333333,1,0.1,1,0.1,1,0.7,1,0.9,1,0.833333333333333,1,0.9,0.725,0.0333333333333333,0.0333333333333333,0.1,0.1,0.7,0.9,0.833333333333333,0.9,0.45,4.83333333333333,0.762734383267615,-1.26086956521739,0.518920381500823,2.5181487942522,0.389495494373138,1.5,0.467799267622069,0.0714285714285714,0.0612482652252517,0.0185185185185185,0.0177151706893666,0.0344827586206897,0.0263880962570395,0.0188679245283019,0.0151653465554913,0.295769952130809,0.276970192651503,0.453125,0.046875,0.40625,0,1,4,3,2,1,2,3,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,4,1,1,2,2,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1.2,2.4,26,33,46,1.062953939,1.348065466,1.180721052,1.445549759,2.058549597,1.280973356,3.053172756,1.141736402,1.43104587,3.087068659,1.103287586,1.110657915,1.388319002,1.127083479,2.330210486,1.589351041,1.34463558,1,1.225130591,2.623195653,1.007762937,1.003699243
